,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
3842,NBA Live 09,PS3,2008.0,Sports,Electronic Arts,0.46,0.0,0.02,0.04,0.52,75.0,32.0,7.8,15.0,EA Canada,E
3843,FIFA 12,PSP,2011.0,Sports,Electronic Arts,0.12,0.25,0.02,0.13,0.52,,,,,,
3849,Swing Away Golf,PS2,2000.0,Sports,Electronic Arts,0.17,0.13,0.18,0.04,0.52,78.0,15.0,tbd,,T&E Soft,E
3850,J-League Pro Soccer Club o Tsukurou! 3,PS2,2003.0,Sports,Sega,0.0,0.0,0.52,0.0,0.52,,,,,,
3861,SSX On Tour,PS2,2005.0,Sports,Electronic Arts,0.25,0.2,0.0,0.07,0.52,80.0,41.0,7.9,26.0,EA Canada,E
3864,Tony Hawk's Pro Skater 3,GBA,2002.0,Sports,Activision,0.37,0.14,0.0,0.01,0.52,90.0,20.0,8,6.0,Vicarious Visions,E
3870,NFL 2K3,XB,2002.0,Sports,Sega,0.38,0.11,0.0,0.02,0.52,,,,,,
3874,NBA Live 2002,PS,2001.0,Sports,Electronic Arts,0.29,0.19,0.0,0.03,0.52,81.0,6.0,8.8,9.0,EA Canada,E
3883,Fishing Derby,2600,,Sports,Activision,0.48,0.03,0.0,0.01,0.51,,,,,,
3886,International Track & Field,PS,1996.0,Sports,Konami Digital Entertainment,0.08,0.05,0.35,0.03,0.51,,,,,,
3889,Madden NFL 2004,GC,2003.0,Sports,Electronic Arts,0.4,0.1,0.0,0.01,0.51,94.0,19.0,7.7,17.0,EA Tiburon,E
3890,Jikkyou Powerful Pro Yakyuu 10,PS2,2003.0,Sports,Konami Digital Entertainment,0.0,0.0,0.51,0.0,0.51,,,,,,
3893,Virtual Pool,PS,1997.0,Sports,Interplay,0.28,0.19,0.0,0.03,0.51,,,,,,
3896,NBA Live 07,PSP,2006.0,Sports,Electronic Arts,0.47,0.0,0.0,0.04,0.51,64.0,9.0,7.5,4.0,EA Sports,E
3900,Major League Baseball 2K10,X360,2010.0,Sports,Take-Two Interactive,0.47,0.0,0.0,0.04,0.51,76.0,26.0,7.6,38.0,Visual Concepts,E
3906,International Superstar Soccer 2000 (All region sales),N64,1999.0,Sports,Konami Digital Entertainment,0.01,0.26,0.22,0.02,0.51,,,,,,
3907,NBA Live 2004,XB,2003.0,Sports,Electronic Arts,0.44,0.04,0.0,0.02,0.51,85.0,19.0,8.2,11.0,EA Sports,E
3911,Pro Evolution Soccer 2010,Wii,2009.0,Sports,Konami Digital Entertainment,0.12,0.27,0.06,0.05,0.51,82.0,13.0,8.4,17.0,Konami,E
3917,NHL 07,PS2,2006.0,Sports,Electronic Arts,0.42,0.02,0.0,0.07,0.51,76.0,11.0,4.6,51.0,EA Sports,E10+
3924,The BIGS,PS2,2007.0,Sports,Take-Two Interactive,0.25,0.19,0.0,0.06,0.51,71.0,4.0,4.8,4.0,Blue Castle Games,E
3925,WWE 2K16,PS3,2015.0,Sports,Take-Two Interactive,0.22,0.21,0.0,0.08,0.51,,,6,21.0,Yuke's,T
3928,NBA Ballers,XB,2004.0,Sports,Midway Games,0.37,0.11,0.0,0.02,0.51,82.0,35.0,8.1,8.0,Midway,E
3934,Tiger Woods PGA Tour 13,X360,2012.0,Sports,Electronic Arts,0.29,0.18,0.0,0.04,0.51,77.0,47.0,5.6,39.0,Electronic Arts,E
3935,NHL FaceOff 98,PS,1997.0,Sports,Sony Computer Entertainment,0.28,0.19,0.0,0.03,0.51,,,,,,
3942,NHL 09,X360,2008.0,Sports,Electronic Arts,0.45,0.01,0.0,0.04,0.5,88.0,41.0,8.4,61.0,EA Canada,E10+
3947,Tiger Woods PGA Tour 07,PS3,2006.0,Sports,Electronic Arts,0.31,0.12,0.0,0.07,0.5,81.0,30.0,tbd,,EA Redwood Shores,E
3976,Sega Bass Fishing,Wii,2008.0,Sports,Sega,0.45,0.01,0.0,0.04,0.5,59.0,29.0,6.3,9.0,Cavia Inc.,E
3977,Bases Loaded '96: Double Header,PS,1995.0,Sports,Jaleco,0.28,0.19,0.0,0.03,0.5,,,,,,
3980,Major League Baseball 2K12,X360,2012.0,Sports,Take-Two Interactive,0.47,0.0,0.0,0.03,0.5,68.0,19.0,6.4,22.0,Visual Concepts,E
3986,Madden NFL 13,Wii,2012.0,Sports,Electronic Arts,0.47,0.0,0.0,0.03,0.5,,,7.3,4.0,EA Tiburon,E
3987,Madden NFL 11,PS2,2010.0,Sports,Electronic Arts,0.41,0.02,0.0,0.07,0.5,,,7,4.0,EA Tiburon,E
3989,NBA Street Homecourt,X360,2007.0,Sports,Electronic Arts,0.45,0.01,0.0,0.04,0.5,80.0,42.0,8.2,30.0,EA Canada,E
3990,Tony Hawk's Underground 2,GC,2004.0,Sports,Activision,0.38,0.1,0.0,0.01,0.5,82.0,30.0,8.9,17.0,Neversoft Entertainment,T
3992,Super Famista 5,SNES,1996.0,Sports,Namco Bandai Games,0.0,0.0,0.5,0.0,0.5,,,,,,
4001,RealSports Tennis,2600,1982.0,Sports,Atari,0.46,0.03,0.0,0.01,0.5,,,,,,
4006,Madden NFL 07,Wii,2006.0,Sports,Electronic Arts,0.46,0.0,0.0,0.04,0.49,81.0,35.0,8,16.0,EA Canada,E
4012,Tony Hawk's Underground 2,GBA,2004.0,Sports,Activision,0.35,0.13,0.0,0.01,0.49,70.0,4.0,tbd,,Vicarious Visions,E
4019,Ice Hockey,2600,1980.0,Sports,Activision,0.46,0.03,0.0,0.01,0.49,,,,,,
4020,Tony Hawk's Project 8,X360,2006.0,Sports,Activision,0.44,0.02,0.0,0.04,0.49,81.0,65.0,7.6,38.0,Neversoft Entertainment,T
4040,FIFA Soccer 64,N64,1997.0,Sports,Electronic Arts,0.16,0.3,0.0,0.03,0.49,,,,,,
4045,J-League Pro Soccer Club wo Tsukurou! 2,SAT,1997.0,Sports,Sega,0.0,0.0,0.49,0.0,0.49,,,,,,
4047,Backyard Baseball,PS2,2004.0,Sports,Atari,0.24,0.19,0.0,0.06,0.49,,,7.2,10.0,Humongous Entertainment,E
4050,Barbie Horse Adventures: Wild Horse Rescue,PS2,2003.0,Sports,Universal Interactive,0.24,0.19,0.0,0.06,0.49,,,6.6,10.0,Blitz Games,E
4067,FIFA Soccer 09,DS,2008.0,Sports,Electronic Arts,0.12,0.31,0.0,0.06,0.49,84.0,5.0,6.1,31.0,EA Canada,E
4071,Football Manager Handheld 2009,PSP,2008.0,Sports,Sega,0.0,0.47,0.0,0.02,0.48,,,,,,
4078,NFL Street 2,XB,2004.0,Sports,Electronic Arts,0.36,0.11,0.0,0.02,0.48,78.0,44.0,6.5,11.0,EA Tiburon,E
4094,Tiger Woods PGA Tour 07,X360,2006.0,Sports,Electronic Arts,0.44,0.0,0.0,0.04,0.48,80.0,44.0,7.9,21.0,EA Redwood Shores,E
4096,Mario Golf: World Tour,3DS,2014.0,Sports,Nintendo,0.15,0.13,0.17,0.03,0.48,78.0,73.0,8.2,76.0,Camelot Software Planning,E
4099,All-Star Baseball 99,N64,1998.0,Sports,Acclaim Entertainment,0.44,0.04,0.0,0.0,0.48,,,,,,
4100,NCAA Football 09,PS2,2008.0,Sports,Electronic Arts,0.4,0.02,0.0,0.07,0.48,,,tbd,,EA Tiburon,E
4112,Bass Pro Shops: The Strike,Wii,2009.0,Sports,XS Games,0.44,0.0,0.0,0.03,0.48,,,7.6,5.0,Piranha Games,E
4114,NFL Xtreme 2,PS,1999.0,Sports,989 Studios,0.27,0.18,0.0,0.03,0.48,,,,,,
4115,Major League Baseball 2K13,X360,2013.0,Sports,Take-Two Interactive,0.44,0.0,0.0,0.04,0.48,,,,,,
4117,NHL 16,XOne,2015.0,Sports,Electronic Arts,0.38,0.05,0.0,0.05,0.48,80.0,18.0,6,81.0,"EA Sports, EA Canada",E10+
4119,Tiger Woods PGA Tour 06,XB,2005.0,Sports,Electronic Arts,0.35,0.11,0.0,0.02,0.48,81.0,30.0,5.1,11.0,EA Sports,E
4121,FIFA World Cup Germany 2006,X360,2006.0,Sports,Electronic Arts,0.19,0.27,0.01,0.0,0.48,72.0,49.0,6.6,33.0,EA Canada,E
4131,NBA Live 99,N64,1998.0,Sports,Electronic Arts,0.45,0.02,0.0,0.0,0.47,,,,,,
4173,NBA Ballers: Phenom,PS2,2006.0,Sports,Midway Games,0.23,0.18,0.0,0.06,0.47,69.0,19.0,8.5,8.0,Midway,E
4184,World Soccer Winning Eleven 8: Liveware Evolution,PS2,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.47,0.0,0.47,,,,,,
4190,Active Life: Extreme Challenge,Wii,2009.0,Sports,Namco Bandai Games,0.14,0.27,0.0,0.06,0.47,56.0,13.0,tbd,,TOSE,E
4191,FIFA 12,PC,2011.0,Sports,Electronic Arts,0.04,0.33,0.0,0.1,0.47,,,,,,
4195,NHL 97,PS,1996.0,Sports,Electronic Arts,0.26,0.18,0.0,0.03,0.47,,,,,,
4198,EA Sports UFC,XOne,2014.0,Sports,Electronic Arts,0.3,0.12,0.0,0.04,0.47,70.0,23.0,6.3,152.0,EA Sports,T
4205,Tiger Woods PGA Tour 07,Wii,,Sports,Electronic Arts,0.43,0.0,0.0,0.04,0.47,71.0,41.0,6.9,44.0,EA Redwood Shores,E
4207,Mat Hoffman's Pro BMX 2,PS2,2002.0,Sports,Activision,0.23,0.18,0.0,0.06,0.46,76.0,22.0,9.1,7.0,Rainbow Studios,T
4211,2010 FIFA World Cup South Africa,PSP,2010.0,Sports,Electronic Arts,0.09,0.22,0.03,0.12,0.46,69.0,11.0,7.4,9.0,Electronic Arts,E
4217,Imagine: Figure Skater (US sales),DS,2007.0,Sports,Ubisoft,0.46,0.01,0.0,0.0,0.46,,,,,,
4223,Razor Freestyle Scooter,PS,1999.0,Sports,Ubisoft,0.26,0.17,0.0,0.03,0.46,65.0,11.0,tbd,,Shaba Games,E
4227,Super Batter Up,SNES,1992.0,Sports,Namco Bandai Games,0.0,0.0,0.46,0.0,0.46,,,,,,
4239,NHL FaceOff '97,PS,1996.0,Sports,Sony Computer Entertainment,0.26,0.17,0.0,0.03,0.46,,,,,,
4242,NBA Live 07,X360,2006.0,Sports,Electronic Arts,0.42,0.0,0.0,0.04,0.46,59.0,32.0,4.9,60.0,EA Sports,E
4269,Top Spin,XB,2003.0,Sports,Microsoft Game Studios,0.36,0.08,0.0,0.02,0.46,89.0,44.0,8.2,31.0,Pam Development,E
4279,FIFA 15,3DS,2014.0,Sports,Electronic Arts,0.09,0.34,0.0,0.03,0.45,,,2.4,35.0,EA Sports,E
4280,Jikkyou Powerful Pro Yakyuu 3,SNES,1996.0,Sports,Konami Digital Entertainment,0.0,0.0,0.45,0.0,0.45,,,,,,
4281,Jikkyou Powerful Pro Yakyuu 12,PS2,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.45,0.0,0.45,,,,,,
4285,J-League Excite Stage '95,SNES,1995.0,Sports,Epoch,0.0,0.0,0.45,0.0,0.45,,,,,,
4287,NHL 15,X360,2014.0,Sports,Electronic Arts,0.35,0.05,0.0,0.05,0.45,,,2.8,47.0,EA Sports,E10+
4295,NFL Head Coach,PS2,2006.0,Sports,Electronic Arts,0.38,0.01,0.0,0.06,0.45,66.0,22.0,6.9,15.0,EA Tiburon,E
4298,NCAA Gamebreaker 99,PS,1998.0,Sports,989 Studios,0.25,0.17,0.0,0.03,0.45,,,,,,
4301,World Stadium 2,PS,1998.0,Sports,Namco Bandai Games,0.0,0.0,0.42,0.03,0.45,,,,,,
4302,NHL 2005,PS2,2004.0,Sports,Electronic Arts,0.22,0.17,0.0,0.06,0.45,75.0,21.0,8.3,23.0,EA Sports,E
4314,Major League Baseball 2K11,X360,2011.0,Sports,Take-Two Interactive,0.4,0.03,0.0,0.03,0.45,69.0,27.0,6.8,24.0,Visual Concepts,E
4323,World Soccer Winning Eleven 5 Final Evolution,PS2,2001.0,Sports,Konami Digital Entertainment,0.0,0.0,0.45,0.0,0.45,,,,,,
4329,PES 2009: Pro Evolution Soccer,Wii,2009.0,Sports,Konami Digital Entertainment,0.09,0.26,0.05,0.05,0.45,,,,,,
4348,NHL FaceOff,PS,1994.0,Sports,Sony Computer Entertainment,0.25,0.17,0.0,0.03,0.45,,,,,,
4350,NBA Live 2005,GC,2004.0,Sports,Electronic Arts,0.35,0.09,0.0,0.01,0.45,83.0,17.0,6.7,7.0,EA Canada,E
4354,NBA Live 10,X360,2009.0,Sports,Electronic Arts,0.4,0.02,0.0,0.03,0.45,80.0,40.0,7.7,37.0,EA Canada,E
4358,Pro Evolution Soccer 2017,PS4,2016.0,Sports,Konami Digital Entertainment,0.02,0.27,0.11,0.05,0.45,85.0,61.0,7.6,478.0,Konami,E
4369,Mario Golf: Advance Tour,GBA,2004.0,Sports,Nintendo,0.32,0.12,0.0,0.01,0.45,84.0,38.0,8.6,14.0,Camelot Software Planning,E
4370,Celebrity Sports Showdown,Wii,2008.0,Sports,Electronic Arts,0.18,0.22,0.0,0.05,0.45,50.0,12.0,4.6,18.0,EA Canada,E
4378,Major League Baseball 2K6,PS2,2006.0,Sports,Spike,0.37,0.01,0.0,0.06,0.44,70.0,19.0,5.2,27.0,Kush Games,E
4379,Brunswick Pro Bowling,X360,2010.0,Sports,505 Games,0.38,0.04,0.0,0.03,0.44,44.0,4.0,tbd,,"Farsight Studios, Crave",E
4381,World Soccer Winning Eleven 9,XB,2005.0,Sports,Konami Digital Entertainment,0.06,0.33,0.02,0.03,0.44,89.0,19.0,7.9,9.0,KCET,E
4382,NBA Live 2000,N64,1999.0,Sports,Electronic Arts,0.42,0.02,0.0,0.0,0.44,,,,,,
4387,Mario Tennis Ultra Smash,WiiU,2015.0,Sports,Nintendo,0.13,0.15,0.14,0.02,0.44,58.0,58.0,5.3,133.0,"Nintendo, Camelot Software Planning",E
4388,Virtua Tennis 4,PS3,2011.0,Sports,Sega,0.09,0.24,0.03,0.08,0.44,69.0,49.0,6.6,28.0,Sega,E
4398,World Stadium EX,PS,1996.0,Sports,Namco Bandai Games,0.0,0.0,0.41,0.03,0.44,,,,,,
4399,Tiger Woods PGA Tour 2003,XB,2002.0,Sports,Electronic Arts,0.35,0.08,0.0,0.01,0.44,88.0,14.0,8.5,11.0,EA Sports,E
4404,Tony Hawk's Proving Ground,PS3,2007.0,Sports,Activision,0.36,0.04,0.0,0.04,0.44,73.0,36.0,6.6,17.0,Neversoft Entertainment,T
4430,Jikkyou Powerful Pro Yakyuu 9,PS2,2002.0,Sports,Konami Digital Entertainment,0.0,0.0,0.44,0.0,0.44,,,,,,
4431,Grind Session,PS,2000.0,Sports,Sony Computer Entertainment,0.24,0.17,0.0,0.03,0.44,,,,,,
4433,Madden NFL 12,Wii,2011.0,Sports,Electronic Arts,0.41,0.0,0.0,0.03,0.44,,,6.2,5.0,EA Tiburon,E
4459,NFL Blitz 20-03,PS2,2002.0,Sports,Midway Games,0.21,0.17,0.0,0.06,0.44,73.0,15.0,8.6,5.0,Point of View,E
4465,Walk it Out!,Wii,2010.0,Sports,Konami Digital Entertainment,0.35,0.05,0.0,0.03,0.44,,,,,,
4474,Madden NFL 2002,N64,2001.0,Sports,Electronic Arts,0.41,0.02,0.0,0.0,0.43,,,,,,
4478,SSX Tricky,XB,2001.0,Sports,Electronic Arts,0.32,0.09,0.0,0.02,0.43,88.0,22.0,8.5,11.0,EA Sports Big,E
4486,NCAA Football 2004,XB,2003.0,Sports,Electronic Arts,0.4,0.02,0.0,0.02,0.43,88.0,13.0,8.8,19.0,EA Sports,E
4492,MLB 2002,PS,2001.0,Sports,Sony Computer Entertainment,0.24,0.16,0.0,0.03,0.43,76.0,5.0,8.1,8.0,989 Sports,E
4495,MLB 14: The Show,PS3,2014.0,Sports,Sony Computer Entertainment America,0.35,0.0,0.0,0.08,0.43,81.0,26.0,6.8,79.0,SCEA San Diego Studios,E
4506,WWE 2K16,X360,2015.0,Sports,Take-Two Interactive,0.27,0.12,0.0,0.04,0.43,,,5.4,25.0,Yuke's,T
4514,EyeToy: AntiGrav,PS2,2004.0,Sports,Sony Computer Entertainment,0.36,0.01,0.0,0.06,0.43,71.0,38.0,7.8,5.0,Harmonix Music Systems,E
4518,Cool Boarders,PS,1996.0,Sports,Sony Computer Entertainment,0.1,0.07,0.24,0.03,0.43,,,,,,
4532,Deer Drive,DS,2010.0,Sports,Mastiff,0.4,0.0,0.0,0.02,0.43,,,tbd,,Mastiff,T
4535,Madden NFL 2003,GC,2002.0,Sports,Electronic Arts,0.33,0.09,0.0,0.01,0.43,92.0,13.0,8.5,17.0,EA Sports,E
4536,Backyard Baseball,GBA,2002.0,Sports,Atari,0.31,0.11,0.0,0.01,0.43,,,,,,
4539,Remington Great American Bird Hunt,Wii,2009.0,Sports,Mastiff,0.4,0.0,0.0,0.03,0.43,,,tbd,,Kouyousha,T
4542,NHL FaceOff 99,PS,1997.0,Sports,989 Studios,0.24,0.16,0.0,0.03,0.43,,,,,,
4548,NBA Street,GC,2002.0,Sports,Electronic Arts,0.33,0.09,0.0,0.01,0.42,88.0,15.0,8.6,7.0,EA Sports,E
4550,2014 FIFA World Cup Brazil,X360,2014.0,Sports,Electronic Arts,0.15,0.25,0.0,0.03,0.42,74.0,29.0,4.4,93.0,EA Canada,E
4556,NHL 2K6,PS2,2005.0,Sports,Take-Two Interactive,0.21,0.16,0.0,0.05,0.42,81.0,28.0,5.8,18.0,2K Sports,E10+
4564,Tony Hawk's American Wasteland,GC,2005.0,Sports,Activision,0.33,0.08,0.0,0.01,0.42,76.0,26.0,7.7,15.0,Neversoft Entertainment,T
4571,All-Star Baseball 2004,PS2,2003.0,Sports,Acclaim Entertainment,0.21,0.16,0.0,0.05,0.42,78.0,19.0,7.5,11.0,Acclaim Studios Austin,E
4572,Big Strike Bowling,PS,2003.0,Sports,Gotham Games,0.23,0.16,0.0,0.03,0.42,,,,,,
4579,2010 FIFA World Cup South Africa,Wii,2010.0,Sports,Electronic Arts,0.23,0.15,0.01,0.04,0.42,70.0,19.0,6.7,11.0,Electronic Arts,E
4580,ESPN NHL 2K5,XB,2004.0,Sports,Global Star,0.32,0.09,0.0,0.02,0.42,88.0,32.0,8.5,14.0,Kush Games,E
4592,Virtua Tennis 4: World Tour,PSV,2011.0,Sports,Sega,0.04,0.28,0.01,0.09,0.42,,,,,,
4598,Jikkyou Powerful Pro Yakyuu 11,PS2,2004.0,Sports,Konami Digital Entertainment,0.0,0.0,0.42,0.0,0.42,,,,,,
4603,Jikkyou Powerful Pro Yakyuu 6,N64,1999.0,Sports,Konami Digital Entertainment,0.0,0.0,0.39,0.03,0.42,,,,,,
4606,NFL Blitz 2001,N64,2000.0,Sports,Midway Games,0.34,0.07,0.0,0.0,0.42,,,,,,
4608,NBA Live 06,PSP,2005.0,Sports,Electronic Arts,0.39,0.0,0.0,0.03,0.42,80.0,18.0,7.6,13.0,EA Canada,E
4609,MLB 08: The Show,PS2,2008.0,Sports,Sony Computer Entertainment,0.35,0.01,0.0,0.06,0.42,84.0,12.0,7.3,7.0,SCEA San Diego Studios,E
4614,Super Famista 4,SNES,1995.0,Sports,Namco Bandai Games,0.0,0.0,0.42,0.0,0.42,,,,,,
4617,Cabela's Legendary Adventures,PS2,2008.0,Sports,Activision,0.21,0.16,0.0,0.05,0.42,,,tbd,,Sand Grain Studios,T
4628,NBA 2K13,Wii,2012.0,Sports,Take-Two Interactive,0.36,0.03,0.0,0.03,0.42,,,7.5,10.0,Virtuos,E
4629,International Superstar Soccer Pro '98,PS,1998.0,Sports,Konami Digital Entertainment,0.02,0.02,0.35,0.03,0.42,,,,,,
4635,NHL Slapshot,Wii,,Sports,Unknown,0.39,0.0,0.0,0.02,0.42,76.0,25.0,8.1,7.0,EA Sports,E
4654,NBA Jam,PS2,2003.0,Sports,Acclaim Entertainment,0.2,0.16,0.0,0.05,0.41,,,,,,
4659,NFL GameDay 2004,PS2,2003.0,Sports,Sony Computer Entertainment,0.2,0.16,0.0,0.05,0.41,65.0,25.0,8.7,6.0,989 Sports,E
4664,pro evolution soccer 2011,PS2,2010.0,Sports,Konami Digital Entertainment,0.04,0.21,0.05,0.11,0.41,,,6.7,7.0,Konami,E
4668,EA Sports UFC 2,XOne,2016.0,Sports,Electronic Arts,0.24,0.14,0.0,0.04,0.41,76.0,42.0,6,77.0,EA Sports,T
4669,MLB 10: The Show,PS2,2010.0,Sports,Sony Computer Entertainment,0.2,0.16,0.0,0.05,0.41,,,tbd,,SCEA,E
4674,Cool Boarders 2001,PS,2000.0,Sports,Sony Computer Entertainment,0.23,0.16,0.0,0.03,0.41,56.0,10.0,tbd,,Idol Minds,E
4677,World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen,PS,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.39,0.03,0.41,,,,,,
4687,Football Manager Handheld 2011,PSP,2010.0,Sports,Sega,0.0,0.27,0.0,0.14,0.41,77.0,5.0,7.7,6.0,Sports Interactive,E
4691,NHL 15,XOne,2014.0,Sports,Electronic Arts,0.31,0.06,0.0,0.04,0.41,59.0,22.0,3.2,180.0,EA Sports,E10+
4699,FIFA 14,PSV,2013.0,Sports,Electronic Arts,0.08,0.23,0.01,0.09,0.41,,,1.8,69.0,EA Canada,E
4717,Top Spin 4,X360,2011.0,Sports,Take-Two Interactive,0.15,0.22,0.0,0.04,0.41,84.0,54.0,8.2,70.0,2K Czech,E
4728,'98 Koshien,PS,1998.0,Sports,Magical Company,0.15,0.1,0.12,0.03,0.41,,,,,,
4730,NBA 2K9,PS2,2008.0,Sports,Take-Two Interactive,0.34,0.01,0.0,0.06,0.41,,,8,4.0,Visual Concepts,E
4738,UEFA Euro 2008 Austria-Switzerland,PS3,2008.0,Sports,Electronic Arts,0.08,0.26,0.0,0.06,0.41,,,,,,
4740,Jikkyou Powerful Pro Yakuu '94,SNES,1994.0,Sports,Konami Digital Entertainment,0.0,0.0,0.41,0.0,0.41,,,,,,
4757,NFL GameDay 2002,PS,2001.0,Sports,Sony Computer Entertainment,0.23,0.15,0.0,0.03,0.4,62.0,10.0,8.8,4.0,989 Sports,E
4766,NBA Jam,Wii,2010.0,Sports,Electronic Arts,0.36,0.02,0.0,0.02,0.4,79.0,43.0,8.5,20.0,EA Canada,E
4773,NBA 2K10,PS2,2009.0,Sports,Take-Two Interactive,0.33,0.01,0.0,0.05,0.4,,,8.6,11.0,Visual Concepts,E
4775,NFL GameDay 2003,PS2,,Sports,Unknown,0.2,0.15,0.0,0.05,0.4,60.0,23.0,tbd,,989 Sports,E
4780,Harry Potter: Quidditch World Cup,GC,2003.0,Sports,Electronic Arts,0.31,0.08,0.0,0.01,0.4,68.0,16.0,8.5,10.0,Electronic Arts,E
4782,Cabela's Big Game Hunter 2010,PS3,2009.0,Sports,Activision Value,0.37,0.0,0.0,0.03,0.4,,,5,9.0,Activision,T
4789,NBA ShootOut 2000,PS,1999.0,Sports,989 Studios,0.22,0.15,0.0,0.03,0.4,,,,,,
4797,NCAA GameBreaker 2000,PS,1999.0,Sports,989 Studios,0.22,0.15,0.0,0.03,0.4,,,,,,
4801,NFL Quarterback Club 2000,N64,1999.0,Sports,Acclaim Entertainment,0.37,0.03,0.0,0.0,0.4,,,,,,
4809,FIFA 14,PC,2013.0,Sports,Electronic Arts,0.01,0.36,0.0,0.03,0.4,87.0,6.0,4.6,441.0,EA Canada,E
4812,MLB 2006,PS2,2005.0,Sports,Sony Computer Entertainment,0.33,0.01,0.0,0.05,0.4,81.0,32.0,9,21.0,989 Sports,E
4814,Brunswick Pro Bowling,PS2,2007.0,Sports,505 Games,0.2,0.15,0.0,0.05,0.4,,,tbd,,Point of View,E
4831,Rapala Pro Bass Fishing 2010,X360,2010.0,Sports,Activision,0.32,0.05,0.0,0.03,0.4,,,tbd,,FUN Labs,E
4836,Pro Evolution Soccer 2016,PS3,2015.0,Sports,Konami Digital Entertainment,0.09,0.12,0.15,0.04,0.4,,,7.2,40.0,Konami,E
4838,NBA Live 2002,XB,2001.0,Sports,Electronic Arts,0.35,0.03,0.0,0.02,0.4,76.0,15.0,7.5,6.0,Electronic Arts,E
4839,Sega Superstars Tennis,PS3,2008.0,Sports,Sega,0.13,0.2,0.0,0.07,0.4,67.0,31.0,7.4,7.0,Sumo Digital,E10+
4841,Winter Sports 2: The Next Challenge,Wii,2008.0,Sports,RTL,0.17,0.18,0.0,0.04,0.4,,,tbd,,49Games,E
4865,NHL 99,N64,1998.0,Sports,Electronic Arts,0.38,0.01,0.0,0.0,0.39,,,,,,
4875,Fishing Resort,Wii,2011.0,Sports,Namco Bandai Games,0.14,0.0,0.25,0.01,0.39,69.0,9.0,7,8.0,Prope,E
4878,NBA Live 09,PS2,2008.0,Sports,Electronic Arts,0.32,0.01,0.01,0.05,0.39,,,7.4,14.0,EA Canada,E
4884,NBA Jam,PS3,2010.0,Sports,Electronic Arts,0.22,0.12,0.0,0.06,0.39,71.0,33.0,5.7,14.0,EA Canada,E
4888,NBA Jam,X360,2010.0,Sports,Electronic Arts,0.27,0.09,0.0,0.03,0.39,75.0,30.0,7,24.0,EA Canada,E
4890,NBA Live 09,PSP,2008.0,Sports,Electronic Arts,0.23,0.07,0.03,0.06,0.39,,,7.3,8.0,EA Sports,E
4891,Ener-G: Gym Rockets,DS,2008.0,Sports,Ubisoft,0.36,0.0,0.0,0.03,0.39,,,tbd,,1st Playable Productions,E
4893,Madden NFL Football,3DS,2011.0,Sports,Electronic Arts,0.36,0.01,0.0,0.03,0.39,49.0,18.0,5.3,16.0,EA Tiburon,E
4894,Thrasher Presents: Skate and Destroy,PS,1998.0,Sports,Take-Two Interactive,0.22,0.15,0.0,0.03,0.39,,,,,,
4902,FIFA 12,3DS,2011.0,Sports,Electronic Arts,0.08,0.26,0.0,0.05,0.39,,,,,,
4904,SSX 3,XB,2003.0,Sports,Electronic Arts,0.29,0.08,0.0,0.01,0.39,92.0,27.0,8.7,25.0,EA Canada,E
4906,Madden NFL 2005,GBA,2004.0,Sports,Electronic Arts,0.28,0.1,0.0,0.01,0.39,79.0,9.0,7.6,5.0,Exient Entertainment,E
4907,All-Star Baseball 2000,N64,1999.0,Sports,Acclaim Entertainment,0.36,0.03,0.0,0.0,0.39,,,,,,
4926,Cabela's Dangerous Hunts 2,PS2,2005.0,Sports,Activision,0.19,0.15,0.0,0.05,0.39,,,5.6,14.0,Sand Grain Studios,T
4936,Super Famista 3,SNES,1994.0,Sports,Namco Bandai Games,0.0,0.0,0.39,0.0,0.39,,,,,,
4940,MLB 15: The Show,PS3,2015.0,Sports,Sony Computer Entertainment,0.31,0.01,0.0,0.07,0.39,,,8.2,6.0,SCEA San Diego Studios,E
4942,Tiger Woods PGA Tour 08,PS2,2007.0,Sports,Electronic Arts,0.19,0.15,0.0,0.05,0.39,65.0,10.0,tbd,,EA Salt Lake,E
4950,Hooked! Again: Real Motion Fishing,Wii,2009.0,Sports,505 Games,0.36,0.0,0.0,0.03,0.39,,,,,,
4953,EA Sports Active 2,X360,2010.0,Sports,Electronic Arts,0.18,0.16,0.0,0.04,0.39,68.0,21.0,5.4,9.0,EA Canada,E
4956,Harry Potter: Quidditch World Cup,GBA,2003.0,Sports,Electronic Arts,0.28,0.1,0.0,0.01,0.39,53.0,6.0,8.3,9.0,Magic Pockets,E
4960,Triple Play 97,PS,1996.0,Sports,Electronic Arts Victor,0.21,0.15,0.0,0.03,0.38,,,,,,
4962,Super Soccer,SNES,1991.0,Sports,Nintendo,0.0,0.0,0.38,0.0,0.38,,,,,,
4968,ESPN College Hoops 2K5,XB,2004.0,Sports,Sega,0.29,0.08,0.0,0.01,0.38,86.0,18.0,8.3,11.0,Visual Concepts,E
